main item,sub item,region/currency,Period,waarde
Term loans,"Euro currency market, three-month deposits",Yen,2007-12,0.9452
Term loans,"Euro currency market, three-month deposits",Yen,2008-01,0.7983
Term loans,"Euro currency market, three-month deposits",Yen,2008-02,0.7867
Term loans,"Euro currency market, three-month deposits",Yen,2008-03,0.8548
Term loans,"Euro currency market, three-month deposits",Yen,2008-04,0.93
Term loans,"Euro currency market, three-month deposits",Yen,2008-05,0.9459
Term loans,"Euro currency market, three-month deposits",Yen,2008-06,0.9752
Term loans,"Euro currency market, three-month deposits",Yen,2008-07,0.9083
Term loans,"Euro currency market, three-month deposits",Yen,2008-08,0.8424
Term loans,"Euro currency market, three-month deposits",Yen,2008-09,0.8677
Term loans,"Euro currency market, three-month deposits",Yen,2008-10,1.1443
Term loans,"Euro currency market, three-month deposits",Yen,2008-11,1.664
Term loans,"Euro currency market, three-month deposits",Yen,2008-12,1.2604
Term loans,"Euro currency market, three-month deposits",Yen,2009-01,0.7645
Term loans,"Euro currency market, three-month deposits",Yen,2009-02,0.79
Term loans,"Euro currency market, three-month deposits",Yen,2009-03,0.7618
Term loans,"Euro currency market, three-month deposits",Yen,2009-04,0.5373
Term loans,"Euro currency market, three-month deposits",Yen,2009-05,0.5048
Term loans,"Euro currency market, three-month deposits",Yen,2009-06,0.43
Term loans,"Euro currency market, three-month deposits",Yen,2009-07,0.3813
Term loans,"Euro currency market, three-month deposits",Yen,2009-08,0.3381
Term loans,"Euro currency market, three-month deposits",Yen,2009-09,0.325
Term loans,"Euro currency market, three-month deposits",Yen,2009-10,0.2864
Term loans,"Euro currency market, three-month deposits",Yen,2009-11,0.2638
Term loans,"Euro currency market, three-month deposits",Yen,2009-12,0.1413
Term loans,"Euro currency market, three-month deposits",Yen,2010-01,0.1267
Term loans,"Euro currency market, three-month deposits",Yen,2010-02,0.155
Term loans,"Euro currency market, three-month deposits",Yen,2010-03,0.1609
Term loans,"Euro currency market, three-month deposits",Yen,2010-04,0.1536
Term loans,"Euro currency market, three-month deposits",Yen,2010-05,0.2776
Term loans,"Euro currency market, three-month deposits",Yen,2010-06,0.2714
Term loans,"Euro currency market, three-month deposits",Yen,2010-07,0.2377
Term loans,"Euro currency market, three-month deposits",Yen,2010-08,0.2868
Term loans,"Euro currency market, three-month deposits",Yen,2010-09,0.2205
Term loans,"Euro currency market, three-month deposits",Yen,2010-10,0.1152
Term loans,"Euro currency market, three-month deposits",Yen,2010-11,0.195
Term loans,"Euro currency market, three-month deposits",Yen,2010-12,0.3061
Term loans,"Euro currency market, three-month deposits",Yen,2011-01,0.279
Term loans,"Euro currency market, three-month deposits",Yen,2011-02,0.2785
Term loans,"Euro currency market, three-month deposits",Yen,2011-03,0.2617
Term loans,"Euro currency market, three-month deposits",Yen,2011-04,0.1362
Term loans,"Euro currency market, three-month deposits",Yen,2011-05,0.1814
Term loans,"Euro currency market, three-month deposits",Yen,2011-06,0.2191
Term loans,"Euro currency market, three-month deposits",Yen,2011-07,0.2367
Term loans,"Euro currency market, three-month deposits",Yen,2011-08,0.4196
Term loans,"Euro currency market, three-month deposits",Yen,2011-09,0.5868
Term loans,"Euro currency market, three-month deposits",Yen,2011-10,0.2214
Term loans,"Euro currency market, three-month deposits",Yen,2011-11,0.27
Term loans,"Euro currency market, three-month deposits",Yen,2011-12,0.2219
Term loans,"Euro currency market, three-month deposits",Yen,2012-01,0.1259
Term loans,"Euro currency market, three-month deposits",Yen,2012-02,0.1286
Term loans,"Euro currency market, three-month deposits",Yen,2012-03,0.075
Term loans,"Euro currency market, three-month deposits",Yen,2012-04,0.0805
Term loans,"Euro currency market, three-month deposits",Yen,2012-05,0.0748
Term loans,"Euro currency market, three-month deposits",Yen,2012-06,0.1162
Term loans,"Euro currency market, three-month deposits",Yen,2012-07,0.1009
Term loans,"Euro currency market, three-month deposits",Yen,2012-08,0.1417
Term loans,"Euro currency market, three-month deposits",Yen,2012-09,0.106
Term loans,"Euro currency market, three-month deposits",Yen,2012-10,0.0796
Term loans,"Euro currency market, three-month deposits",Yen,2012-11,0.0514
Term loans,"Euro currency market, three-month deposits",Yen,2012-12,0.0386
Term loans,"Euro currency market, three-month deposits",Yen,2013-01,0.0248
Term loans,"Euro currency market, three-month deposits",Yen,2013-02,0.042
Term loans,"Euro currency market, three-month deposits",Yen,2013-03,0.0324
Term loans,"Euro currency market, three-month deposits",Yen,2013-04,0.0627
Term loans,"Euro currency market, three-month deposits",Yen,2013-05,0.0739
Term loans,"Euro currency market, three-month deposits",Yen,2013-06,0.06
Term loans,"Euro currency market, three-month deposits",Yen,2013-07,0.0383
Term loans,"Euro currency market, three-month deposits",Yen,2013-08,0.0373
Term loans,"Euro currency market, three-month deposits",Yen,2013-09,0.0386
Term loans,"Euro currency market, three-month deposits",Yen,2013-10,0.0291
Term loans,"Euro currency market, three-month deposits",Yen,2013-11,0.0367
Term loans,"Euro currency market, three-month deposits",Yen,2013-12,0.0318
Term loans,"Euro currency market, three-month deposits",Yen,2014-01,0.037
Term loans,"Euro currency market, three-month deposits",Yen,2014-02,0.04
Term loans,"Euro currency market, three-month deposits",Yen,2014-03,0.0224
Term loans,"Euro currency market, three-month deposits",Yen,2014-04,0.0073
Term loans,"Euro currency market, three-month deposits",Yen,2014-05,0.0082
Term loans,"Euro currency market, three-month deposits",Yen,2014-06,0.0152
Term loans,"Euro currency market, three-month deposits",Yen,2014-07,0.0083
Term loans,"Euro currency market, three-month deposits",Yen,2014-08,0.0305
Term loans,"Euro currency market, three-month deposits",Yen,2014-09,-0.0364
Term loans,"Euro currency market, three-month deposits",Yen,2014-10,-0.0848
Term loans,"Euro currency market, three-month deposits",Yen,2014-11,-0.075
Term loans,"Euro currency market, three-month deposits",Yen,2014-12,-0.0796
Term loans,"Euro currency market, three-month deposits",Yen,2015-01,-0.0568
Term loans,"Euro currency market, three-month deposits",Yen,2015-02,-0.1275
Term loans,"Euro currency market, three-month deposits",Yen,2015-03,-0.0995
Term loans,"Euro currency market, three-month deposits",Yen,2015-04,-0.1014
Term loans,"Euro currency market, three-month deposits",Yen,2015-05,-0.1014
Term loans,"Euro currency market, three-month deposits",Yen,2015-06,-0.1109
Term loans,"Euro currency market, three-month deposits",Yen,2015-07,-0.1191
Term loans,"Euro currency market, three-month deposits",Yen,2015-08,-0.109
Term loans,"Euro currency market, three-month deposits",Yen,2015-09,-0.14
Term loans,"Euro currency market, three-month deposits",Yen,2015-10,-0.1495
Term loans,"Euro currency market, three-month deposits",Yen,2015-11,-0.1343
Term loans,"Euro currency market, three-month deposits",Yen,2015-12,-0.1517
Term loans,"Euro currency market, three-month deposits",Yen,2016-01,-0.1562
Term loans,"Euro currency market, three-month deposits",Yen,2016-02,-0.3895
Term loans,"Euro currency market, three-month deposits",Yen,2016-03,-0.3178
Term loans,"Euro currency market, three-month deposits",Yen,2016-04,-0.3448
Term loans,"Euro currency market, three-month deposits",Yen,2016-05,-0.2941
Term loans,"Euro currency market, three-month deposits",Yen,2016-06,-0.3977
Term loans,"Euro currency market, three-month deposits",Yen,2016-07,-0.4467
Term loans,"Euro currency market, three-month deposits",Yen,2016-08,-0.2613
Term loans,"Euro currency market, three-month deposits",Yen,2016-09,-0.4282
Term loans,"Euro currency market, three-month deposits",Yen,2016-10,-0.4124
Term loans,"Euro currency market, three-month deposits",Yen,2016-11,-0.4527
Term loans,"Euro currency market, three-month deposits",Yen,2016-12,-0.3595
Term loans,"Euro currency market, three-month deposits",Yen,2017-01,-0.4145
Term loans,"Euro currency market, three-month deposits",Yen,2017-02,-0.3815
Term loans,"Euro currency market, three-month deposits",Yen,2017-03,-0.3278
Term loans,"Euro currency market, three-month deposits",Yen,2017-04,-0.2245
Term loans,"Euro currency market, three-month deposits",Yen,2017-05,-0.2143
Term loans,"Euro currency market, three-month deposits",Yen,2017-06,-0.2014
Term loans,"Euro currency market, three-month deposits",Yen,2017-07,-0.2633
Term loans,"Euro currency market, three-month deposits",Yen,2017-08,-0.2977
Term loans,"Euro currency market, three-month deposits",Yen,2017-09,-0.2715
Term loans,"Euro currency market, three-month deposits",Yen,2017-10,-0.3105
Term loans,"Euro currency market, three-month deposits",Yen,2017-11,-0.2436
Term loans,"Euro currency market, three-month deposits",Yen,2017-12,-0.2457
Term loans,"Euro currency market, three-month deposits",Yen,2018-01,-0.2526
Term loans,"Euro currency market, three-month deposits",Yen,2018-02,-0.3225
Term loans,"Euro currency market, three-month deposits",Yen,2018-03,-0.2818
Term loans,"Euro currency market, three-month deposits",Yen,2018-04,-0.2633
Term loans,"Euro currency market, three-month deposits",Yen,2018-05,-0.2696
Term loans,"Euro currency market, three-month deposits",Yen,2018-06,-0.3086
Term loans,"Euro currency market, three-month deposits",Yen,2018-07,-0.3036
Term loans,"Euro currency market, three-month deposits",Yen,2018-08,-0.3139
Term loans,"Euro currency market, three-month deposits",Yen,2018-09,-0.3335
Term loans,"Euro currency market, three-month deposits",Yen,2018-10,-0.3387
Term loans,"Euro currency market, three-month deposits",Yen,2018-11,-0.3523
Term loans,"Euro currency market, three-month deposits",Yen,2018-12,-0.4405
Term loans,"Euro currency market, three-month deposits",Yen,2019-01,-0.3735
Term loans,"Euro currency market, three-month deposits",Yen,2019-02,-0.3665
Term loans,"Euro currency market, three-month deposits",Yen,2019-03,-0.3038
Term loans,"Euro currency market, three-month deposits",Yen,2019-04,-0.2936
Term loans,"Euro currency market, three-month deposits",Yen,2019-05,-0.2943
Term loans,"Euro currency market, three-month deposits",Yen,2019-06,-0.3215
Term loans,"Euro currency market, three-month deposits",Yen,2019-07,-0.3478
Term loans,"Euro currency market, three-month deposits",Yen,2019-08,-0.3491
Term loans,"Euro currency market, three-month deposits",Yen,2019-09,-0.361
Term loans,"Euro currency market, three-month deposits",Yen,2019-10,-0.4291
Term loans,"Euro currency market, three-month deposits",Yen,2019-11,-0.42
Term loans,"Euro currency market, three-month deposits",Yen,2019-12,-0.3664
Term loans,"Euro currency market, three-month deposits",Yen,2020-01,-0.2865
Term loans,"Euro currency market, three-month deposits",Yen,2020-02,-0.308
Term loans,"Euro currency market, three-month deposits",Yen,2020-03,-0.7332
Term loans,"Euro currency market, three-month deposits",Yen,2020-04,-0.2727
Term loans,"Euro currency market, three-month deposits",Yen,2020-05,-0.19
Term loans,"Euro currency market, three-month deposits",Yen,2020-06,-0.2459
Term loans,"Euro currency market, three-month deposits",Yen,2020-07,-0.2574
Term loans,"Euro currency market, three-month deposits",Yen,2020-08,-0.269
Term loans,"Euro currency market, three-month deposits",Yen,2020-09,-0.2823
Term loans,"Euro currency market, three-month deposits",Yen,2020-10,-0.2945
Term loans,"Euro currency market, three-month deposits",Yen,2020-11,-0.31
Term loans,"Euro currency market, three-month deposits",Yen,2020-12,-0.2891
Term loans,"Euro currency market, three-month deposits",Yen,2021-01,-0.27
Term loans,"Euro currency market, three-month deposits",Yen,2021-02,-0.2435
Term loans,"Euro currency market, three-month deposits",Yen,2021-03,-0.23
Term loans,"Euro currency market, three-month deposits",Yen,2021-04,-0.2368
Term loans,"Euro currency market, three-month deposits",Yen,2021-05,-0.2267
Term loans,"Euro currency market, three-month deposits",Yen,2021-06,-0.23
Term loans,"Euro currency market, three-month deposits",Yen,2021-07,-0.1886
Term loans,"Euro currency market, three-month deposits",Yen,2021-08,-0.1909
Term loans,"Euro currency market, three-month deposits",Yen,2021-09,-0.1868
Term loans,"Euro currency market, three-month deposits",Yen,2021-10,-0.211
Term loans,"Euro currency market, three-month deposits",Yen,2021-11,-0.1818
Term loans,"Euro currency market, three-month deposits",Yen,2021-12,-0.1843
Term loans,"Euro currency market, three-month deposits",Yen,2022-01,-0.23
Term loans,"Euro currency market, three-month deposits",Yen,2022-02,-0.218
Term loans,"Euro currency market, three-month deposits",Yen,2022-03,-0.1235
Term loans,"Euro currency market, three-month deposits",Yen,2022-04,-0.1643
Term loans,"Euro currency market, three-month deposits",Yen,2022-05,-0.214
Term loans,"Euro currency market, three-month deposits",Yen,2022-06,-0.261
Term loans,"Euro currency market, three-month deposits",Yen,2022-07,-0.305
Term loans,"Euro currency market, three-month deposits",Yen,2022-08,-0.241
Term loans,"Euro currency market, three-month deposits",Yen,2022-09,-0.261
Term loans,"Euro currency market, three-month deposits",Yen,2022-10,-0.23
Term loans,"Euro currency market, three-month deposits",Yen,2022-11,-0.226
Term loans,"Euro currency market, three-month deposits",Yen,2022-12,-0.203
Term loans,"Euro currency market, three-month deposits",Euro-Dollar,2001-01,5.5764
Term loans,"Euro currency market, three-month deposits",Euro-Dollar,2001-02,5.226
Term loans,"Euro currency market, three-month deposits",Euro-Dollar,2001-03,4.835
Term loans,"Euro currency market, three-month deposits",Euro-Dollar,2001-04,4.48
Term loans,"Euro currency market, three-month deposits",Euro-Dollar,2001-05,3.9764
Term loans,"Euro currency market, three-month deposits",Euro-Dollar,2001-06,3.7114
Term loans,"Euro currency market, three-month deposits",Euro-Dollar,2001-07,3.7141
Term loans,"Euro currency market, three-month deposits",Euro-Dollar,2001-08,3.5657
